---,RecoilId,RecoilType,Single_HorizontalRecoils,Single_HorizontalRandomMin,Single_HorizontalRandomMax,Single_HorizontalScale,Single_VerticalRecoils,Single_VerticalRandomMin,Single_VerticalRandomMax,Single_VerticalScale,SingleOrBurstResetTimeTolerant,Continue_HorizontalRecoils,Continue_HorizontalRandomMin,Continue_HorizontalRandomMax,Continue_HorizontalScale,Continue_VerticalRecoils,Continue_VerticalRandomMin,Continue_VerticalRandomMax,Continue_VerticalScale,ContinueLoop_HorizontalRecoils,ContinueLoop_HorizontalRandomMin,ContinueLoop_HorizontalRandomMax,ContinueLoop_HorizontalScale,ContinueLoop_VerticalRecoils,ContinueLoop_VerticalRandomMin,ContinueLoop_VerticalRandomMax,ContinueLoop_VerticalScale,RecoilShakePitch_WholeAmplitude,RecoilShakePitch_Frequency,RecoilShakePitch_ShiftMin,RecoilShakePitch_ShiftMax,RecoilShakePitch_InFireDamping,RecoilShakePitch_Duration,RecoilShakeYaw_WholeAmplitude,RecoilShakeYaw_Frequency,RecoilShakeYaw_ShiftMin,RecoilShakeYaw_ShiftMax,RecoilShakeYaw_InFireDamping,RecoilShakeYaw_Duration,RecoilShakePitchWithCurve_WholeAmplitude,RecoilShakeYawWithCurve_WholeAmplitude,bUseManualCurveEffect,bLimitRecoilEaseTime,RecoilEaseTime,PitchEaseType,YawEaseType,SideAimingRecoilFactor_Horizontal,SideAimingRecoilFactor_Vertical,SideAimingRecoilShakeFactor_Horizontal,SideAimingRecoilShakeFactor_Vertical,bEnableSpringGunKick,SpringYawMin,SpringYawMax,SpringPitchMin,SpringPitchMax,SpringTime,SpringRatio,RecoverStartTime,RecoverSpringTime,RecoverSpringRatio
114,17090,WeaponRecoil_DFM,-2,0,1,1,32,0,1,1,0,"-2,-3,-3,-2,-4,-3,-5,-6,-6,-8,-9,-7,-4,-2,0,0,-2,-2,0,-3,-2,-5,-2,-2,2,-6,-3,-5,1,-3",0,1,1,"6,10,8,7,6,7,4,0,1,3,2,3,2,6,3,2,4,4,6,8,10,12,7,6,8,7,5,10,5,8",0,1,1.5,"-5,-2,-4,0,-2",0,1,1,"6,4,9,4,7",0,1,1,1,0.5,0.15,0.3,0,0.6,1,1,0.6,0.75,0,0.25,0.8,0.8,False,True,0.19,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
115,17091,WeaponRecoil_DFM,-2,0,1,1,24,0,1,1,0,"-1.4,-2.1,-2.1,-1.4,-2.8,-2.1,-3.5,-4.2,-4.2,-5.6,-6.3,-4.9,-2.8,-1.4,0,0,-1.4,-1.4,0,-2.1,-1.4,-3.5,-1.4,-1.4,1.4,-4.2,-2.1,-3.5,0.7,-2.1",0,1,1,"4.2,7,5.6,4.9,4.2,4.9,2.8,0,0.7,2.1,1.4,2.1,1.4,4.2,2.1,1.4,2.8,2.8,4.2,5.6,7,8.4,4.9,4.2,5.6,4.9,3.5,7,3.5,5.6",0,1,1.5,"-3.5,-1.4",0,1,1,"4.2,2.8",0,1,1,1,0.5,0.15,0.3,0,0.6,1,1,0.6,0.75,0,0.25,0.8,0.8,False,True,0.19,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
116,18010,WeaponRecoil_DFM,5,0,1,1,5,0,1,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.2,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
117,18011,WeaponRecoil_DFM,5,0,1,1,5,0,1,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.2,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
118,18012,WeaponRecoil_DFM,5,0,1,1,5,0,1,1,0,"-0.87,2.75,2.6,0.66,1.36,1.36,0.79,1.02,2.33,2.13,1.31,3.53,3.23,2.9,1.56,0,-0.56,-0.89,0,1.22,0.9,1.94,1.58,1.5,2.33",0,1,1,"9.33,13.87,12.86,19.76,17.6,15.39,18.69,17.73,11.89,13.83,13.61,11.47,9.36,12.28,11.54,10.82,11.92,11.93,12.6,12.28,10.11,8.58,10.5,9.17,8.91",0,1,1.5,"1.56,0,-0.56,-0.89,0,1.22,0.9,1.94,1.58,1.5,2.33",0,1,1,"6,12.28,10.11,8.58,10.5,9.17,8.91",0,1,1,1,0.5,0,0.5,8,0.2,1,0.5,0,0.5,8,0.2,0.8,0.8,False,True,0.2,EaseInOutSine,EaseInOutSine,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
119,18013,WeaponRecoil_DFM,5,0,1,1,5,0,1,1,0,"-0.87,2.75,2.6,0.66,1.36,1.36,0.79,1.02,2.33,2.13,1.31,3.53,3.23,2.9,1.56,0,-0.56,-0.89,0,1.22,0.9,1.94,1.58,1.5,2.33",0,1,1,"15.55,23.11,21.44,32.94,29.32,25.65,31.16,29.54,19.82,23.06,22.68,19.11,15.61,20.46,19.23,18.03,19.88,19.87,21,20.47,16.85,14.31,17.49,15.29,14.85",0,1,1.5,"1.56,0,-0.56,-0.89,0,1.22,0.9,1.94,1.58,1.5,2.33",0,1,1,"21,20.47,16.85,14.31,17.49,15.29,14.85",0,1,1,1,0.5,0,0.5,8,0.2,1,0.5,0,0.5,8,0.2,0.8,0.8,False,True,0.2,EaseInOutSine,EaseInOutSine,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
120,15015,WeaponRecoil_DFM,-2,0,-1,1,2,0,1,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0,0.5,8,0.15,1,0.5,0,0.5,8,0.15,0.8,0.8,False,True,0.05,EaseInOutSine,EaseInOutSine,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
121,15016,WeaponRecoil_DFM,-1,0,-1,1,1,0,1,1,0,,0,1,1,,0,1,1.5,,0,1,1,,0,1,1,1,0.5,0,0.5,8,0.2,1,0.5,0,0.5,8,0.2,0.8,0.8,False,True,0.05,EaseInOutSine,EaseInOutSine,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
122,16112,WeaponRecoil_DFM,-2,0,1,1,12,0,1,1,0,"-2,-3,-3,-2,-4,-3,-5,-6,-6,-8,-9,-7,-4,-2,0,0,-2,-2,0,-3,-2,-5,-2,-2,2,-6,-3,-5,1,-3",0,1,1,"6,10,8,7,6,7,4,0,1,3,2,3,2,6,3,2,4,4,6,8,10,12,7,6,8,7,5,10,5,8",0,1,1.5,"-5,-2,-4,0,-2",0,1,1,"6,4,9,4,7",0,1,1,1,0.5,0,0.5,8,0.2,1,0.5,0,0.5,8,0.2,0.8,0.8,False,True,0.12,EaseInOutSine,EaseInOutSine,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
123,16113,WeaponRecoil_DFM,-2,0,1,1,15,0,1,1,0,,0,1,1,,0,1,1.5,"-3.5,-1.4",0,1,1,"4.2,2.8",0,1,1,1,0.5,0,0.5,8,0.2,1,0.5,0,0.5,8,0.2,0.8,0.8,False,True,0.2,EaseInOutSine,EaseInOutSine,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
2_0,11330,WeaponRecoil_DFM,4,0,1,1,10,0,1,1,0,"-5.1,0.5,1.2,4.8,-2.4,0,1.6,4.6,-1.1,0.2,3.7,4.7,-3.4,-1.3,0.6",0,1,1,"4,5.8,9.8,4.4,6.4,6.3,9.4,2.5,5.8,6.1,6.1,2.7,6.5,7,6.3",0,1,1.5,"4.6,5.8,7.7,1.5,2.1,5.9,7.8,-0.3,4.8,4.5,6.2,-0.3,4,4.5,6.1",0,1,1,"7.8,6.7,2.6,7.5,11.9,5.9,2.5,7,7,3.6,3.5,7,9.2,3.4,3",0,1,1,1,0.5,0,0.5,8,0.2,1,0.5,0,0.5,8,0.2,0.8,0.8,False,True,0.075,EaseInOutSine,EaseInOutSine,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
3_0,11331,WeaponRecoil_DFM,3,0,1,1,8,0,1,1,0,"-2.8,-0.1,2.6,3.4,-2.5,-1,1.2,3.1,-2.1,0.4,1.1,3.3,-1.3,0.7,1",0,1,1,"3,4.4,4.1,2.3,4.7,4.9,6.6,4.3,4.6,4.1,6.8,2,4.4,3.8,3.7",0,1,1.5,"2.3,4.3,5.7,-0.3,1.7,4.2,5.7,-0.1,3,3.2,3.6,-0.4,3.3,3.1,4.3",0,1,1,"7.5,3.5,2.7,6.6,8.1,4.1,2.7,4.8,6.2,3.1,0.4,5,5.3,2.2,2.8",0,1,1,1,0.5,0,0.5,8,0.2,1,0.5,0,0.5,8,0.2,0.8,0.8,False,True,0.075,EaseInOutSine,EaseInOutSine,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
126,11340,WeaponRecoil_DFM,4,0,1,1,10,0,1,1,0,"-4.2,0.4,0.9,3.9,-2,0,1.3,3.8,-0.9,0.2,3.1,3.9,-2.8,-1.1,0.5",0,1,1,"3.3,4.7,8.1,3.6,5.2,5.2,7.7,2.1,4.8,5,5,2.2,5.3,5.8,5.2",0,1,1.5,"3.8,4.7,6.4,1.3,1.7,4.9,6.4,-0.2,4,3.7,5.1,-0.3,3.3,3.7,5",0,1,1,"6.4,5.5,2.1,6.2,9.8,4.8,2.1,5.7,5.8,3,2.9,5.7,7.6,2.8,2.5",0,1,1,1,0.5,0,0.5,8,0.2,1,0.5,0,0.5,8,0.2,0.8,0.8,False,True,0.075,EaseInOutSine,EaseInOutSine,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
127,11341,WeaponRecoil_DFM,3,0,1,1,8,0,1,1,0,"0,0.25,-1.17,-0.34,-0.33,-1.59,-0.16,-0.59,-0.25,0.84,0.5,-0.87,-2.6,0.87",0,1,1,"3.7,3.01,2.5,3.18,3.09,2.59,3.09,3.01,2.84,2.84,3.49,3.91,4.55,4.55",0,1,1.5,"-0.51,-0.83,-1.3,-0.68,-0.61,-1.07,0.54,-0.38,0.31,-0.63,-0.84,-0.81,-1.46,-0.17",0,1,1,"2.77,2.58,1.44,1.9,2.05,4.26,-2.13,4.33,1.9,2.83,4.33,3.25,3.1,3.42",0,1,1,1,0.5,0,0.5,8,0.2,1,0.5,0,0.5,8,0.2,0.8,0.8,False,True,0.075,EaseInOutSine,EaseInOutSine,1.2,1.2,1,1,True,0,-0.2,0.2,0.3,0.05,1,0.05,0.2,0.5
132,18014,WeaponRecoil_DFM,0,-0.64,0.64,1,0,-0.848,0.848,1,0,"3.2,-2.6,1.81,-2.19,-2.57,-2.35,-2.34,1.94,1.76,0.96,1.89,1.03,2.14,1.12,1.77,1.61,1.61,1.55,-0.76,-2.47,-0.72,-2.78,-0.78,-2.81,0.47,0.41,0.32,0.55,-2.49",0,0,1,"4.24,3.44,4.1,3.48,3.36,3.36,3.46,2.68,3.08,1.46,0.98,1.65,3.44,1.73,0.87,1.45,2.93,0.93,3.1,0.84,3.12,1.12,3.16,1.6,1.49,1.31,1.31,1.58,0.95",0,0,1.5,"3.2,-2.6,1.81,-2.19,-2.57,-2.35,-2.34,1.94,1.76,0.96,1.89,1.03,2.14,1.12,1.77,1.61,1.61,1.55,-0.76,-2.47,-0.72,-2.78,-0.78,-2.81,0.47,0.41,0.32,0.55,-2.49",0,0,1,"4.24,3.44,4.1,3.48,3.36,3.36,3.46,2.68,3.08,1.46,0.98,1.65,3.44,1.73,0.87,1.45,2.93,0.93,3.1,0.84,3.12,1.12,3.16,1.6,1.49,1.31,1.31,1.58,0.95",0,0,1,1,0,0,0,8,0,1,0,0,0,8,0,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
特殊武器3-1_0,115010,WeaponRecoil_DFM,0,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1.5,0,0,0,1,0,0,0,1,0.3,0.5,0.3,0.4,0,1,0.3,1,0,0.5,8,1,0.3,0.5,False,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
特殊武器3-11_0,115011,WeaponRecoil_DFM,0,-1,1,1,30,0,0,1,0,0,0,0,1,0,0,0,1.5,0,0,0,1,0,0,0,1,1,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,0.8,1,False,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
突击步枪4-4,11400,WeaponRecoil_DFM,0.588,-0.1512,0.1512,1,2.394,-0.6156,0.6156,1,0,"1.14,1.13,1.14,0.72,0.51,0,-0.7,-1.9,-0.47,-0.95,-1.43,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.23,-0.57,0,0,0.63,0.95,1.52,1.52,1.52,1.52,1.52,1.52",-0.13,0.13,1,"3.42,3.61,3.8,5.32,3.61,3.61,3.61,5.32,3.76,3.52,3.42,3.62,3.07,3.34,3.3,3.34,3.34,3.35,3.34,5.13,5.13,5.13,3.35,3.34,3.34,3.35,3.34,3.35,3.34",-0.35,0.35,1.5,"1.52,1.52,1.52,1.52,1.52,1.52",-0.13,0.13,1,"3.34,3.34,3.35,3.34,3.35,3.34",-0.35,0.35,1,0.8,0.5,0.1,0.3,0,0,0.8,1,0.5,0.8,0,0,0.8,0.8,True,True,0.075,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
突击步枪4-41,11401,WeaponRecoil_DFM,0.588,-0.1512,0.1512,1.5,2.394,-0.6156,0.6156,1.5,0,"1.14,1.13,1.14,0.72,0.51,0,-0.7,-1.9,-0.47,-0.95,-1.43,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.23,-0.57,0,0,0.63,0.95,1.52,1.52,1.52,1.52,1.52,1.52",-0.13,0.13,1,"3.42,3.61,3.8,5.32,3.61,3.61,3.61,5.32,3.76,3.52,3.42,3.62,3.07,3.34,3.3,3.34,3.34,3.35,3.34,5.13,5.13,5.13,3.35,3.34,3.34,3.35,3.34,3.35,3.34",-0.35,0.35,1.4,"1.52,1.52,1.52,1.52,1.52,1.52",-0.13,0.13,1,"3.34,3.34,3.35,3.34,3.35,3.34",-0.35,0.35,1,0.8,0.5,0.1,0.3,0,0,0.8,1,0.5,0.8,0,0,0.8,0.8,True,True,0.075,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,True,0,-0.2,0.2,0.3,0.05,1,0.05,0.2,0.5
突击步枪4-5,11420,WeaponRecoil_DFM,0.588,-0.1512,0.1512,1,2.394,-0.6156,0.6156,1,0,"2.64,2.53,3.14,3.72,-0.81,-1.42,0.64,1.13,1.14,0.72,-0.51,0,0.64,1.13,1.14,0.72,-0.51,0,0.64,1.13,1.14,0.72,-0.51,0,0.64,1.13,1.14,0.72,-0.51,0,0.64,1.13,1.14,0.72,-0.51",-0.2,0.2,1,"3.15,4.15,4.13,4.13,4.75,3.12,5.34,5.14,4.24,3.38,3.26,3.48,3.37,4.15,3.15,4.78,3.52,4.14,2.52,3.23,2.64,3.2,3.94,3.15,3.15,3.78,3.52,3.14,2.52,3.23,2.64,3.2,3.94,2.15,2.15,2.78,2.52,3.14,2.52,2.23,2.64,2.2,2.94,",-0.4,0.4,1.7,"1.52,1.52,1.52,1.52,1.52,1.52",-0.1,0.1,1,"4.61,4.61,5.32,4.76,5.52",-0.2,0.2,1.35,0.8,0.5,0.1,0.3,0,0,0.8,1,0.5,0.8,0,0,0.8,0.8,True,True,0.075,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
突击步枪4-51,11421,WeaponRecoil_DFM,0.588,-0.1512,0.1512,1.5,2.394,-0.6156,0.6156,1.5,0,"2.64,2.53,3.14,3.72,-0.81,-1.42,0.64,1.13,1.14,0.72,-0.51,0,0.64,1.13,1.14,0.72,-0.51,0,0.64,1.13,1.14,0.72,-0.51,0,0.64,1.13,1.14,0.72,-0.51,0,0.64,1.13,1.14,0.72,-0.51",-0.2,0.2,1,"3.15,4.15,4.13,4.13,4.75,3.12,5.34,5.14,4.24,3.38,3.26,3.48,3.37,4.15,3.15,4.78,3.52,4.14,2.52,3.23,2.64,3.2,3.94,3.15,3.15,3.78,3.52,3.14,2.52,3.23,2.64,3.2,3.94,2.15,2.15,2.78,2.52,3.14,2.52,2.23,2.64,2.2,2.94",-0.4,0.4,1.7,"1.52,1.52,1.52,1.52,1.52,1.52",-0.1,0.1,1,"4.61,4.61,5.32,4.76,5.52",-0.2,0.2,1.35,0.8,0.5,0.1,0.3,0,0,0.8,1,0.5,0.8,0,0,0.8,0.8,True,True,0.075,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,True,0,-0.2,0.2,0.3,0.05,1,0.05,0.2,0.5
突击步枪3-2_0,11062,WeaponRecoil_DFM,-0.763,-0.1962,0.1962,1,4.067,-1.046,1.046,1,0,"-0.75,1.2,-0.75,1.5,0.9,-2.4,-3,-2.1,1.95,3.5,3.5,3,3,3.5,1.8,-4,-3,-3,-3.5,-3,-3.5,-3.25,-3.7,-2.4,-1.5,-1.5,-1.5,1.5,3																																																									",0,0,1,"7.75,7.875,8.175,8.75,10.5,11,11.25,9.25,8,-1.5,4,3.75,4.5,-1.05,2.5,1.8,3,2.25,-1.5,0.75,-1.5,2.25,-3,-2.25,-1.5,2.25,-1.5,2,2.25																													",0,0,1,"3.5,3.5,3,3,3.5,1.8,-4,-3,-3,-3.5,-3,-3.5,-3.25,-3.7,-2.4,-1.5,-1.5,-1.5,1.5,3,3.5,3.5,3,3,3.5,1.8,-4,-3,-3,-3.5,-3,-3.5,-3.25,-3.7,-2.4,-1.5,-1.5,-1.5,1.5,3",-0.2,0.2,1,"-1.05,2.5,1.8,3,2.25,-1.5,0.75,-1.5,2.25,-3,-2.25,-1.5,2.25,-1.5,2,2.25,-1.05,2.5,1.8,3,2.25,-1.5,0.75,-1.5,2.25,-3,-2.25,-1.5,2.25,-1.5,2,2.25,-1.05,2.5,1.8,3,2.25,-1.5,0.75,-1.5,2.25,-3,-2.25,-1.5,2.25,-1.5,2,2.25",-0.4,0.4,1,0.5,0.5,0.1,0.3,0,0,0.5,1,0.5,0.8,0,0,2,1,True,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
突击步枪3-21_0,11063,WeaponRecoil_DFM,-0.763,-0.1962,0.1962,1,4.067,-1.046,1.046,1,0,"-0.75,1.2,-0.75,1.5,0.9,-2.4,-3,-2.1,1.95,3.5,3.5,3,3,3.5,1.8,-4,-3,-3,-3.5,-3,-3.5,-3.25,-3.7,-2.4,-1.5,-1.5,-1.5,1.5,3																																																									",-0.1,0.1,1,"7.75,7.875,8.175,8.75,10.5,11,11.25,9.25,8,-1.5,4,3.75,4.5,-1.05,2.5,1.8,3,2.25,-1.5,0.75,-1.5,2.25,-3,-2.25,-1.5,2.25,-1.5,2,2.25																													",-0.2,0.2,1,"3.5,3.5,3,3,3.5,1.8,-4,-3,-3,-3.5,-3,-3.5,-3.25,-3.7,-2.4,-1.5,-1.5,-1.5,1.5,3,3.5,3.5,3,3,3.5,1.8,-4,-3,-3,-3.5,-3,-3.5,-3.25,-3.7,-2.4,-1.5,-1.5,-1.5,1.5,3",-0.2,0.2,1,"-1.05,2.5,1.8,3,2.25,-1.5,0.75,-1.5,2.25,-3,-2.25,-1.5,2.25,-1.5,2,2.25,-1.05,2.5,1.8,3,2.25,-1.5,0.75,-1.5,2.25,-3,-2.25,-1.5,2.25,-1.5,2,2.25,-1.05,2.5,1.8,3,2.25,-1.5,0.75,-1.5,2.25,-3,-2.25,-1.5,2.25,-1.5,2,2.25",-0.4,0.4,1.5,0.5,0.5,0.1,0.3,0,0,0.5,1,0.5,0.8,0,0,2,1,True,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
突击步枪3-2_1,11064,WeaponRecoil_DFM,-0.763,-0.1962,0.1962,1,4.067,-1.046,1.046,1,0,"-1.09,-1.65,-0.6,3.96,2.24,3.51,1.33,3.29,1.55,2.72,1.58,1.42,1.08,3.63,2.37,2.7,1.87,3.63,1.7,2.53,3.15,-1.32,-1.32,-1.32,-1.32,-1.32,2.78,2.26,2.47",-0.2,0.2,1,"5.81,6.05,8.23,5.46,3.75,3.17,3.73,3.35,2.92,3.61,5.5,5.75,5.43,3.86,3.88,3.11,3.63,3.74,4.31,4.36,5.27,6.15,5.15,5.25,5.89,5.73,3.78,3.04,2.9",-0.4,0.4,1.3,"2.78,2.26,2.47",-0.2,0.2,1,"3.78,3.04,2.9",-0.4,0.4,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
突击步枪3-21_1,11065,WeaponRecoil_DFM,-0.763,-0.1962,0.1962,1,4.067,-1.046,1.046,1,0,"-1.09,-1.65,-0.6,3.96,2.24,3.51,1.33,3.29,1.55,2.72,1.58,1.42,1.08,3.63,2.37,2.7,1.87,3.63,1.7,2.53,3.15,-1.32,-1.32,-1.32,-1.32,-1.32,2.78,2.26,2.47",-0.2,0.2,1.15,"3.81,4.05,4.23,3.46,3.75,3.17,3.73,3.35,2.92,3.61,5.5,5.75,5.43,3.86,3.88,3.11,3.63,3.74,4.31,4.36,5.27,6.15,5.15,5.25,5.89,5.73,3.78,3.04,2.9",-0.4,0.4,1.3,"2.78,2.26,2.47",-0.2,0.2,1,"3.78,3.04,2.9",-0.4,0.4,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
固定武器,1899,WeaponRecoil_DFM,1.68,-0.432,0.432,1,2.1,-0.54,0.54,1,0,"-1,1,-1,1,-,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1",-0.2,0.2,0.6,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",0,0.4,0.5,"-1,1,-1,1,-,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1",-0.2,0.2,0.6,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",-0.4,0.4,0.5,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.0512,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
NewRow,11430,WeaponRecoil_DFM,-0.763,-0.1962,0.1962,1,4.067,-1.046,1.046,1,0,"3.2,3.6,2.9,4.1,3.3,2.0,1.6,1.2,0.8,0.4,0.0,-0.4,-0.8,-1.2,-1.6,-2.0,-1.6,-1.2,-0.8,-0.4,0.0,0.4,0.8,1.2,1.6,2.0,2.4,2.8,3.2,3.6,4.0,4.4,4.8,5.2,4.9,4.5,4.1,3`.7,3.3,2.9,2.5,2.1,1.7,1.3",-0.3,0.3,1.7,"6.2,6.8,7.0,5.9,6.5,7.2,6.3,6.1,5.0,4.8,4.2,3.9,4.5,3.7,4.1,5.2,4.0,3.8,4.6,5.1,4.3,3.5,4.9,4.7,3.9,4.2,5.0,4.1,3.8,4.5,3.7,4.6,4.3,5.2,4.0,3.9,4.8,4.1,3.5,4.7",-0.4,0.4,2.3,"2.78,2.26,2.47",-0.2,0.2,1,"3.78,3.04,2.9",-0.4,0.4,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.7,0.8,True,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
NewRow_0,11431,WeaponRecoil_DFM,-0.763,-0.1962,0.1962,1,4.067,-1.046,1.046,1,0,"3.2,3.6,2.9,4.1,3.3,2.0,1.6,1.2,0.8,0.4,0.0,-0.4,-0.8,-1.2,-1.6,-2.0,-1.6,-1.2,-0.8,-0.4,0.0,0.4,0.8,1.2,1.6,2.0,2.4,2.8,3.2,3.6,4.0,4.4,4.8,5.2,4.9,4.5,4.1,3`.7,3.3,2.9,2.5,2.1,1.7,1.3",-0.3,0.3,1.7,"6.2,6.8,7.0,5.9,6.5,7.2,6.3,6.1,5.0,4.8,4.2,3.9,4.5,3.7,4.1,5.2,4.0,3.8,4.6,5.1,4.3,3.5,4.9,4.7,3.9,4.2,5.0,4.1,3.8,4.5,3.7,4.6,4.3,5.2,4.0,3.9,4.8,4.1,3.5,4.7",-0.4,0.4,2.3,"2.78,2.26,2.47",-0.2,0.2,1,"3.78,3.04,2.9",-0.4,0.4,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.7,0.8,True,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
